lacerate_id,parent_id,tub_id,formation_date,cohort_week,initial_notes,removal_date,cohort,genotype,temp,treatment,observer
P1_H2_25_Tub1_Lacerate 4,P1_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
PX_H2_25_Tub1_Lacerate 5,PX_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
P3_H2_25_Tub2_Lacerate 14,P3_H2_25_Tub2,H2_25_Tub2,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
PX_H2_25_Tub3_Lacerate 14,PX_H2_25_Tub3,H2_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
P2_VWA_25_Tub1_Lacerate 20,P2_VWA_25_Tub1,VWA_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P2_VWA_25_Tub1_Lacerate 21,P2_VWA_25_Tub1,VWA_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P2_VWA_25_Tub1_Lacerate 22,P2_VWA_25_Tub1,VWA_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P2_VWA_25_Tub1_Lacerate 23,P2_VWA_25_Tub1,VWA_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P2_VWA_25_Tub1_Lacerate 24,P2_VWA_25_Tub1,VWA_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P2_VWA_25_Tub2_Lacerate 14,P2_VWA_25_Tub2,VWA_25_Tub2,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 5,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 6,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 7,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 8,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 9,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 10,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 11,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P3_VWA_25_Tub3_Lacerate 12,P3_VWA_25_Tub3,VWA_25_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Aiden
P2_H2_32_Tub2_Lacerate 24,P2_H2_32_Tub2,H2_32_Tub2,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P2_H2_32_Tub2_Lacerate 25,P2_H2_32_Tub2,H2_32_Tub2,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P3_H2_32_Tub2_Lacerate 26,P3_H2_32_Tub2,H2_32_Tub2,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P3_H2_32_Tub2_Lacerate 27,P3_H2_32_Tub2,H2_32_Tub2,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P2_H2_32_Tub3_Lacerate 11,P2_H2_32_Tub3,H2_32_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P2_H2_32_Tub3_Lacerate 12,P2_H2_32_Tub3,H2_32_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P2_H2_32_Tub3_Lacerate 13,P2_H2_32_Tub3,H2_32_Tub3,2026-02-27,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Aiden
P1_VWA_32_Tub1_Lacerate 13,P1_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P1_VWA_32_Tub1_Lacerate 14,P1_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub1_Lacerate 15,P3_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub1_Lacerate 16,P3_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub1_Lacerate 17,P3_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub1_Lacerate 18,P3_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P3_VWA_32_Tub1_Lacerate 19,P3_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 20,P2_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 21,P2_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 22,P2_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 23,P2_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 24,P2_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_VWA_32_Tub1_Lacerate 25,P2_VWA_32_Tub1,VWA_32_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Aiden
P2_H2_25_Tub1_Lacerate 14,P2_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
P3_H2_25_Tub1_Lacerate 15,P2_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
P1_H2_25_Tub1_Lacerate 16,P2_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
P1_H2_25_Tub1_Lacerate 17,P2_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
PX_H2_25_Tub1_Lacerate 18,P2_H2_25_Tub1,H2_25_Tub1,2026-02-27,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Aiden
P2_H2_25_Tub1_Lacerate 19,P2_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 20,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 21,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 22,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 23,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 24,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 25,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 26,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 27,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 28,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 29,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 30,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 31,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 32,PX_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub1_Lacerate 33,P2_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub1_Lacerate 34,P2_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub1_Lacerate 35,P2_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub1_Lacerate 36,P2_H2_25_Tub1,H2_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub2_Lacerate 15,P2_H2_25_Tub2,H2_25_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub2_Lacerate 16,P2_H2_25_Tub2,H2_25_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P3_H2_25_Tub3_Lacerate 15,P3_H2_25_Tub3,H2_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub3_Lacerate 16,P2_H2_25_Tub3,H2_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P2_H2_25_Tub3_Lacerate 17,P2_H2_25_Tub3,H2_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 18,P1_H2_25_Tub3,H2_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P3_VWA_25_Tub1_Lacerate 25,P3_VWA_25_Tub1,VWA_25_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
PX_VWA_25_Tub2_Lacerate 15,PX_VWA_25_Tub2,VWA_25_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_VWA_25_Tub2_Lacerate 16,P3_VWA_25_Tub2,VWA_25_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_VWA_25_Tub2_Lacerate 17,P3_VWA_25_Tub2,VWA_25_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_VWA_25_Tub2_Lacerate 18,P3_VWA_25_Tub2,VWA_25_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 13,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 14,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 15,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 16,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub3_Lacerate 17,P1_VWA_25_Tub3,VWA_25_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_H2_32_Tub1_Lacerate 27,P3_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub1_Lacerate 28,P2_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub1_Lacerate 29,P2_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub1_Lacerate 30,P2_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub1_Lacerate 31,P2_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub1_Lacerate 32,P2_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub1_Lacerate 33,P3_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub1_Lacerate 34,P3_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub1_Lacerate 35,P3_H2_32_Tub1,H2_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P1_H2_32_Tub2_Lacerate 28,P1_H2_32_Tub2,H2_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 29,P2_H2_32_Tub2,H2_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 30,P2_H2_32_Tub2,H2_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub2_Lacerate 31,P2_H2_32_Tub2,H2_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
PX_H2_32_Tub3_Lacerate 14,PX_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
PX_H2_32_Tub3_Lacerate 15,PX_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
PX_H2_32_Tub3_Lacerate 16,PX_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P1_H2_32_Tub3_Lacerate 17,P1_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P1_H2_32_Tub3_Lacerate 18,P1_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P2_H2_32_Tub3_Lacerate 19,P2_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 20,P3_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 21,P3_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 22,P3_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 23,P3_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P3_H2_32_Tub3_Lacerate 24,P3_H2_32_Tub3,H2_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,H2,32,H2_32,Grady
P1_VWA_32_Tub1_Lacerate 26,P1_VWA_32_Tub1,VWA_32_Tub1,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
PX_VWA_32_Tub2_Lacerate 8,PX_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P2_VWA_32_Tub2_Lacerate 9,P2_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P2_VWA_32_Tub2_Lacerate 10,P2_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P2_VWA_32_Tub2_Lacerate 11,P2_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
PX_VWA_32_Tub2_Lacerate 12,PX_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P3_VWA_32_Tub2_Lacerate 13,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P3_VWA_32_Tub2_Lacerate 14,P3_VWA_32_Tub2,VWA_32_Tub2,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P1_VWA_32_Tub3_Lacerate 8,P1_VWA_32_Tub3,VWA_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 9,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
P3_VWA_32_Tub3_Lacerate 10,P3_VWA_32_Tub3,VWA_32_Tub3,2026-03-02,W3-4,,2026-03-09,W3-4,VWA,32,VWA_32,Grady
PX_H2_25_Tub1_Lacerate 37,PX_H2_25_Tub1,H2_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 38,PX_H2_25_Tub1,H2_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub1_Lacerate 39,PX_H2_25_Tub1,H2_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 17,P1_H2_25_Tub2,H2_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P1_H2_25_Tub2_Lacerate 18,P1_H2_25_Tub2,H2_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P1_H2_25_Tub3_Lacerate 19,P1_H2_25_Tub3,H2_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
PX_H2_25_Tub3_Lacerate 20,PX_H2_25_Tub3,H2_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,H2,25,H2_25,Grady
P1_VWA_25_Tub1_Lacerate 26,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 27,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 28,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 29,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 30,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 31,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 32,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 33,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 34,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 35,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub1_Lacerate 36,P1_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 37,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 38,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 39,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 40,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 41,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 42,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 43,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub1_Lacerate 44,P2_VWA_25_Tub1,VWA_25_Tub1,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 19,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 20,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 21,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 22,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 23,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub2_Lacerate 24,P1_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
PX_VWA_25_Tub2_Lacerate 25,PX_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub2_Lacerate 26,P2_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
PX_VWA_25_Tub2_Lacerate 27,PX_VWA_25_Tub2,VWA_25_Tub2,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub3_Lacerate 18,P1_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P1_VWA_25_Tub3_Lacerate 19,P1_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_VWA_25_Tub3_Lacerate 20,P3_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_VWA_25_Tub3_Lacerate 21,P3_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P3_VWA_25_Tub3_Lacerate 22,P3_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 23,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 24,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 25,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 26,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 27,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 28,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 29,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 30,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
P2_VWA_25_Tub3_Lacerate 31,P2_VWA_25_Tub3,VWA_25_Tub3,2026-03-04,W3-4,,2026-03-09,W3-4,VWA,25,VWA_25,Grady
