,Label,Area,Mean,Min,Max,MinThr,MaxThr,Type,%,Region,notes,,plate,well,sym,temp,treatment,day,,calculation
349,Snap-1252.czi,72.96,346.375,156,2312,0,65535,Tentacle Area,0,Pedal disc,,,1,D5,Sym,Control,Sym-Control,7,,0
350,Snap-1251.czi,10.288,1077.473,629,3573,629,65535,Symbiont Area,14.1,Pedal disc,,,1,D5,Sym,Control,Sym-Control,7,,14.10087719
351,Snap-1254.czi,6.598,495.716,281,1069,0,65535,Tentacle Area,0,Pedal disc,,,1,D6,Sym,Control,Sym-Control,7,,0
352,Snap-1253.czi,0.383,1753.795,955,3819,955,65535,Symbiont Area,5.81,Pedal disc,,,1,D6,Sym,Control,Sym-Control,7,,5.80478933
353,Snap-1256.czi,194.527,326.463,181,2250,0,65535,Tentacle Area,0,Pedal disc,,,2,A1,Sym,Control,Sym-Control,7,,0
354,Snap-1255.czi,37.147,1108.838,659,2899,659,65535,Symbiont Area,19.096,Pedal disc,,,2,A1,Sym,Control,Sym-Control,7,,19.09606379
355,Snap-1258.czi,16.22,695.671,322,1717,0,65535,Tentacle Area,0,Tentacle,,,2,A1,Sym,Control,Sym-Control,7,,0
356,Snap-1257.czi,9.366,1082.763,700,3203,700,65535,Symbiont Area,57.745,Tentacle,,,2,A1,Sym,Control,Sym-Control,7,,57.74352651
357,Snap-1260.czi,119.588,484.279,271,1973,0,65535,Tentacle Area,0,Pedal disc,,,2,A2,Sym,Control,Sym-Control,7,,0
358,Snap-1259.czi,20.377,816.251,485,2314,485,65535,Symbiont Area,17.04,Pedal disc,,,2,A2,Sym,Control,Sym-Control,7,,17.03933505
359,Snap-1262.czi,1.297,572.103,382,909,0,65535,Tentacle Area,0,Tentacle,,,2,A2,Sym,Control,Sym-Control,7,,0
360,Snap-1261.czi,0.602,1373.965,969,2573,969,65535,Symbiont Area,46.415,Tentacle,,,2,A2,Sym,Control,Sym-Control,7,,46.41480339
361,Snap-1264.czi,8.719,639.481,268,1541,0,65535,Tentacle Area,0,Tentacle,,,2,A2,Sym,Control,Sym-Control,7,,0
362,Snap-1263.czi,4.365,1306.184,912,2248,912,65535,Symbiont Area,50.067,Tentacle,,,2,A2,Sym,Control,Sym-Control,7,,50.06308063
363,Snap-1266.czi,7.039,647.94,243,1521,0,65535,Tentacle Area,0,Tentacle,,,2,A2,Sym,Control,Sym-Control,7,,0
364,Snap-1265.czi,3.995,1257.835,841,2276,841,65535,Symbiont Area,56.752,Tentacle,,,2,A2,Sym,Control,Sym-Control,7,,56.75522091
365,Snap-1268.czi,75.51,433.378,280,1587,0,65535,Tentacle Area,0,Pedal disc,,,2,A3,Sym,Control,Sym-Control,7,,0
366,Snap-1267.czi,23.549,676.271,420,2045,420,65535,Symbiont Area,31.186,Pedal disc,,,2,A3,Sym,Control,Sym-Control,7,,31.1865978
367,Snap-1270.czi,55,315.484,198,1929,0,65535,Tentacle Area,0,Pedal disc,,,2,A4,Sym,Control,Sym-Control,7,,0
368,Snap-1269.czi,16.986,979.441,594,2201,594,65535,Symbiont Area,30.884,Pedal disc,,,2,A4,Sym,Control,Sym-Control,7,,30.88363636
369,Snap-1272.czi,11.902,1089.105,374,3118,0,65535,Tentacle Area,0,Tentacle,,,2,A4,Sym,Control,Sym-Control,7,,0
370,Snap-1271.czi,5.284,1002.118,722,2111,722,65535,Symbiont Area,44.398,Tentacle,,,2,A4,Sym,Control,Sym-Control,7,,44.39589985
371,Snap-1274.czi,5.544,704.334,307,2889,0,65535,Tentacle Area,0,Tentacle,,,2,A4,Sym,Control,Sym-Control,7,,0
372,Snap-1273.czi,1.185,1045.328,681,1983,681,65535,Symbiont Area,21.383,Tentacle,,,2,A4,Sym,Control,Sym-Control,7,,21.37445887
373,Snap-1276.czi,19.949,839.869,233,2485,0,65535,Tentacle Area,0,Tentacle,,,2,A4,Sym,Control,Sym-Control,7,,0
374,Snap-1275.czi,6.743,501.934,335,1227,335,65535,Symbiont Area,33.801,Tentacle,,,2,A4,Sym,Control,Sym-Control,7,,33.80119304
375,Snap-1278.czi,38.431,486.983,230,2951,0,65535,Tentacle Area,0,Pedal disc,,,2,A5,Sym,Control,Sym-Control,7,,0
376,Snap-1277.czi,9.885,953.541,591,2098,591,65535,Symbiont Area,25.722,Pedal disc,,,2,A5,Sym,Control,Sym-Control,7,,25.72142281
377,Snap-1280.czi,53.438,399.341,195,3043,0,65535,Tentacle Area,0,Body column,,,2,A5,Sym,Control,Sym-Control,7,,0
378,Snap-1279.czi,6.073,873.909,494,1759,494,65535,Symbiont Area,11.364,Body column,,,2,A5,Sym,Control,Sym-Control,7,,11.36457203
379,Snap-1282.czi,9.004,1050.852,544,2242,0,65535,Tentacle Area,0,Tentacle,,,2,A5,Sym,Control,Sym-Control,7,,0
380,Snap-1281.czi,4.417,642.921,446,1853,446,65535,Symbiont Area,49.057,Tentacle,,,2,A5,Sym,Control,Sym-Control,7,,49.05597512
381,Snap-1284.czi,18.252,973.114,540,2191,0,65535,Tentacle Area,0,Tentacle,,,2,A5,Sym,Control,Sym-Control,7,,0
382,Snap-1283.czi,5.06,739.763,456,2258,456,65535,Symbiont Area,27.722,Tentacle,,,2,A5,Sym,Control,Sym-Control,7,,27.72298926
383,Snap-1286.czi,28.789,495.549,349,3471,0,65535,Tentacle Area,0,Pedal disc,,,2,A6,Sym,Control,Sym-Control,7,,0
384,Snap-1285.czi,6.776,729.092,453,1847,453,65535,Symbiont Area,23.536,Pedal disc,,,2,A6,Sym,Control,Sym-Control,7,,23.53676752
385,Snap-1288.czi,131.356,533.749,253,3285,0,65535,Tentacle Area,0,Pedal disc,,,2,B1,Sym,Control,Sym-Control,7,,0
386,Snap-1287.czi,36.35,792.081,487,2483,487,65535,Symbiont Area,27.673,Pedal disc,,,2,B1,Sym,Control,Sym-Control,7,,27.67288894
387,Snap-1290.czi,85.966,395.339,230,2373,0,65535,Tentacle Area,0,Pedal disc,,,2,B2,Sym,Control,Sym-Control,7,,0
388,Snap-1289.czi,24.902,700.518,432,2342,432,65535,Symbiont Area,28.968,Pedal disc,,,2,B2,Sym,Control,Sym-Control,7,,28.96726613
389,Snap-1292.czi,52.503,472.939,287,3000,0,65535,Tentacle Area,0,Pedal disc,,,2,B3,Sym,Control,Sym-Control,7,,0
390,Snap-1291.czi,16.166,758.264,466,1956,466,65535,Symbiont Area,30.79,Pedal disc,,,2,B3,Sym,Control,Sym-Control,7,,30.79062149
391,Snap-1294.czi,81.529,489.957,299,3049,0,65535,Tentacle Area,0,Body column,,,2,B4,Sym,Control,Sym-Control,7,,0
392,Snap-1293.czi,25.71,832.163,527,2637,527,65535,Symbiont Area,31.534,Body column,,,2,B4,Sym,Control,Sym-Control,7,,31.5347913
393,Snap-1296.czi,67.042,399.84,262,1442,0,65535,Tentacle Area,0,Pedal disc,,,2,B5,Sym,Control,Sym-Control,7,,0
394,Snap-1295.czi,16.125,703.636,427,1954,427,65535,Symbiont Area,24.052,Pedal disc,,,2,B5,Sym,Control,Sym-Control,7,,24.05208675
395,Snap-1298.czi,137.144,373.383,173,2951,0,65535,Tentacle Area,0,Pedal disc,,,2,B6,Sym,Control,Sym-Control,7,,0
396,Snap-1297.czi,40.017,777.888,484,2072,484,65535,Symbiont Area,29.179,Pedal disc,,,2,B6,Sym,Control,Sym-Control,7,,29.17881934
397,Snap-1300.czi,7.017,441.346,274,688,0,65535,Tentacle Area,0,Tentacle,,,2,B6,Sym,Control,Sym-Control,7,,0
398,Snap-1299.czi,1.788,722.436,521,1017,521,65535,Symbiont Area,25.48,Tentacle,,,2,B6,Sym,Control,Sym-Control,7,,25.48097478
399,Snap-1302.czi,86.126,357.82,228,2628,0,65535,Tentacle Area,0,Pedal disc,,,2,C1,Sym,Control,Sym-Control,7,,0
400,Snap-1301.czi,21.699,670.489,417,1979,417,65535,Symbiont Area,25.194,Pedal disc,,,2,C1,Sym,Control,Sym-Control,7,,25.1944825
401,Snap-1304.czi,132.617,367.826,184,2588,0,65535,Tentacle Area,0,Pedal disc,,,2,C2,Sym,Control,Sym-Control,7,,0
402,Snap-1303.czi,33.904,635.1,389,1994,389,65535,Symbiont Area,25.566,Pedal disc,,,2,C2,Sym,Control,Sym-Control,7,,25.56534984
477,Snap-1306.czi,28.293,878.8,354,2182,0,65535,Tentacle Area,0,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,0
478,Snap-1305.czi,10.311,533.24,355,2223,355,65535,Symbiont Area,36.442,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,36.4436433
405,Snap-1308.czi,6.469,887.652,302,2390,0,65535,Tentacle Area,0,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,0
406,Snap-1307.czi,3.792,480.49,325,1268,325,65535,Symbiont Area,58.614,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,58.61802442
407,Snap-1310.czi,26.573,894.308,349,1938,0,65535,Tentacle Area,0,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,0
408,Snap-1309.czi,8.518,976.144,629,1990,629,65535,Symbiont Area,32.056,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,32.05509352
409,Snap-1312.czi,33.23,862.15,284,2375,0,65535,Tentacle Area,0,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,0
410,Snap-1311.czi,16.358,676.182,439,1788,439,65535,Symbiont Area,49.227,Tentacle,,,2,C2,Sym,Control,Sym-Control,7,,49.22660247
411,Snap-1314.czi,151.339,375.121,154,2930,0,65535,Tentacle Area,0,Pedal disc,,,2,C3,Sym,Control,Sym-Control,7,,0
412,Snap-1313.czi,37.553,853.387,511,2251,511,65535,Symbiont Area,24.814,Pedal disc,,,2,C3,Sym,Control,Sym-Control,7,,24.81382856
415,Snap-1316.czi,9.827,554.246,294,1784,0,65535,Tentacle Area,0,Tentacle,,,2,C3,Sym,Control,Sym-Control,7,,0
416,Snap-1315.czi,2.922,493.499,328,1239,328,65535,Symbiont Area,29.737,Tentacle,,,2,C3,Sym,Control,Sym-Control,7,,29.73440521
417,Snap-1318.czi,29.247,794.968,282,1795,0,65535,Tentacle Area,0,Tentacle,,,2,C3,Sym,Control,Sym-Control,7,,0
418,Snap-1317.czi,10.649,840.704,583,1827,583,65535,Symbiont Area,36.41,Tentacle,,,2,C3,Sym,Control,Sym-Control,7,,36.41057202
419,Snap-1320.czi,48.367,307.18,199,972,0,65535,Tentacle Area,0,Pedal disc,,,2,C4,Sym,Control,Sym-Control,7,,0
420,Snap-1319.czi,11.943,543.139,337,2599,337,65535,Symbiont Area,24.692,Pedal disc,,,2,C4,Sym,Control,Sym-Control,7,,24.6924556
421,Snap-1322.czi,66.926,469.643,274,3001,0,65535,Tentacle Area,0,Pedal disc,,,2,C5,Sym,Control,Sym-Control,7,,0
422,Snap-1321.czi,19,641.319,398,2141,398,65535,Symbiont Area,28.389,Pedal disc,,,2,C5,Sym,Control,Sym-Control,7,,28.38956459
423,Snap-1324.czi,5.906,381.116,280,645,0,65535,Tentacle Area,0,Tentacle,,,2,C6,Sym,Control,Sym-Control,7,,0
424,Snap-1323.czi,3.119,828.133,609,1973,609,65535,Symbiont Area,52.815,Tentacle,,,2,C6,Sym,Control,Sym-Control,7,,52.81070098
425,Snap-1326.czi,12.429,915.084,534,2198,0,65535,Tentacle Area,0,Tentacle,,,2,C6,Sym,Control,Sym-Control,7,,0
426,Snap-1325.czi,6.134,1023.507,648,2493,648,65535,Symbiont Area,49.352,Tentacle,,,2,C6,Sym,Control,Sym-Control,7,,49.35232118
429,Snap-1328.czi,131.015,281.092,132,2346,0,65535,Tentacle Area,0,Pedal disc,,,2,D1,Sym,Control,Sym-Control,7,,0
430,Snap-1327.czi,25.426,789.783,470,2308,470,65535,Symbiont Area,19.407,Pedal disc,,,2,D1,Sym,Control,Sym-Control,7,,19.40693814
431,Snap-1330.czi,7.329,1136.022,389,3463,0,65535,Tentacle Area,0,Tentacle,,,2,D1,Sym,Control,Sym-Control,7,,0
432,Snap-1329.czi,2.244,696.078,455,1778,455,65535,Symbiont Area,30.624,Tentacle,,,2,D1,Sym,Control,Sym-Control,7,,30.61809251
435,Snap-1332.czi,9.331,760.259,315,1745,0,65535,Tentacle Area,0,Tentacle,,,2,D1,Sym,Control,Sym-Control,7,,0
436,Snap-1331.czi,4.832,659.12,422,1558,422,65535,Symbiont Area,51.782,Tentacle,,,2,D1,Sym,Control,Sym-Control,7,,51.78437467
437,Snap-1334.czi,247.82,421.305,166,2554,0,65535,Tentacle Area,0,Pedal disc,,,2,D2,Sym,Control,Sym-Control,7,,0
438,Snap-1333.czi,57.665,978.709,593,3359,593,65535,Symbiont Area,23.269,Pedal disc,,,2,D2,Sym,Control,Sym-Control,7,,23.26890485
439,Snap-1336.czi,17.563,1259.664,392,2853,0,65535,Tentacle Area,0,Tentacle,,,2,D2,Sym,Control,Sym-Control,7,,0
440,Snap-1335.czi,6.933,498.207,336,1544,336,65535,Symbiont Area,39.475,Tentacle,,,2,D2,Sym,Control,Sym-Control,7,,39.47503274
441,Snap-1338.czi,20.099,1068.024,340,2831,0,65535,Tentacle Area,0,Tentacle,,,2,D2,Sym,Control,Sym-Control,7,,0
442,Snap-1337.czi,6.788,554.469,370,1304,370,65535,Symbiont Area,33.775,Tentacle,,,2,D2,Sym,Control,Sym-Control,7,,33.77282452
443,Snap-1340.czi,141.274,233.605,143,2168,0,65535,Tentacle Area,0,Pedal disc,,,2,D3,Sym,Control,Sym-Control,7,,0
444,Snap-1339.czi,27.788,676.962,403,1837,403,65535,Symbiont Area,19.67,Pedal disc,,,2,D3,Sym,Control,Sym-Control,7,,19.66957827
445,Snap-1342.czi,15.268,621.382,356,1554,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,0
446,Snap-1341.czi,5.382,1603.509,1077,3576,1077,65535,Symbiont Area,35.252,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,35.25019649
447,Snap-1344.czi,67.184,623.101,288,1496,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,0
448,Snap-1343.czi,21.405,1394.017,934,3365,934,65535,Symbiont Area,31.861,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,31.86026435
449,Snap-1346.czi,21.347,576.414,283,2069,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,0
450,Snap-1345.czi,9.367,648.765,435,1690,435,65535,Symbiont Area,43.881,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,43.87970207
451,Snap-1348.czi,11.189,728.211,261,1556,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,0
452,Snap-1347.czi,3.952,1114.275,734,3030,734,65535,Symbiont Area,35.317,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,35.32040397
453,Snap-1350.czi,4.518,393.57,161,1388,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,0
454,Snap-1349.czi,1.456,1451.302,885,3287,885,65535,Symbiont Area,32.234,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,32.22664896
455,Snap-1352.czi,11.157,541.049,236,1142,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,0
456,Snap-1351.czi,5.451,1166.511,803,2637,803,65535,Symbiont Area,48.854,Tentacle,,,2,D3,Sym,Control,Sym-Control,7,,48.85721968
457,Snap-1354.czi,84.149,348.009,177,2171,0,65535,Tentacle Area,0,Pedal disc,,,2,D4,Sym,Control,Sym-Control,7,,0
458,Snap-1353.czi,19.458,1019.672,602,3235,602,65535,Symbiont Area,23.124,Pedal disc,,,2,D4,Sym,Control,Sym-Control,7,,23.12326944
459,Snap-1355.czi,8.353,1112.382,159,2459,0,65535,Tentacle Area,0,Tentacle,,,2,D4,Sym,Control,Sym-Control,7,,0
460,Snap-1356.czi,3.098,564.304,371,1678,371,65535,Symbiont Area,37.089,Tentacle,,,2,D4,Sym,Control,Sym-Control,7,,37.08847121
463,Snap-1358.czi,21.733,862.149,343,2465,0,65535,Tentacle Area,0,Tentacle,,,2,D4,Sym,Control,Sym-Control,7,,0
464,Snap-1357.czi,7.193,1169.839,742,3035,742,65535,Symbiont Area,33.097,Tentacle,,,2,D4,Sym,Control,Sym-Control,7,,33.09713339
465,Snap-1360.czi,86.195,284.903,156,2337,0,65535,Tentacle Area,0,Pedal disc,,,2,D5,Sym,Control,Sym-Control,7,,0
466,Snap-1359.czi,13.637,919.167,531,2805,531,65535,Symbiont Area,15.821,Pedal disc,,,2,D5,Sym,Control,Sym-Control,7,,15.82110331
467,Snap-1362.czi,3.936,474.619,270,1055,0,65535,Tentacle Area,0,Tentacle,,,2,D5,Sym,Control,Sym-Control,7,,0
468,Snap-1361.czi,1.506,791.981,521,1863,521,65535,Symbiont Area,38.265,Tentacle,,,2,D5,Sym,Control,Sym-Control,7,,38.26219512
469,Snap-1364.czi,8.034,615.965,316,1463,0,65535,Tentacle Area,0,Tentacle,,,2,D5,Sym,Control,Sym-Control,7,,0
470,Snap-1363.czi,3.287,740.371,517,1368,517,65535,Symbiont Area,40.912,Tentacle,,,2,D5,Sym,Control,Sym-Control,7,,40.91361713
471,Snap-1366.czi,123.763,430.666,190,2864,0,65535,Tentacle Area,0,Pedal disc,,,2,D6,Sym,Control,Sym-Control,7,,0
472,Snap-1365.czi,28.537,911.521,538,3039,538,65535,Symbiont Area,23.058,Pedal disc,,,2,D6,Sym,Control,Sym-Control,7,,23.05777979
473,Snap-1368.czi,16.417,1255.749,512,3514,0,65535,Tentacle Area,0,Tentacle,,,2,D6,Sym,Control,Sym-Control,7,,0
474,Snap-1367.czi,6.843,1209.482,792,3352,792,65535,Symbiont Area,41.679,Tentacle,,,2,D6,Sym,Control,Sym-Control,7,,41.68240239
475,Snap-1370.czi,26.828,1280.314,420,3509,0,65535,Tentacle Area,0,Tentacle,,,2,D6,Sym,Control,Sym-Control,7,,0
476,Snap-1369.czi,8.004,795.038,542,2403,542,65535,Symbiont Area,29.833,Tentacle,,,2,D6,Sym,Control,Sym-Control,7,,29.83450127
479,Snap-1444.czi,24.104,373.345,225,1893,0,65535,Tentacle Area,0,Pedal disc,,,4,A3,Sym,HS,Sym-HS,7,,0
480,Snap-1443.czi,6.273,1214.658,739,3313,739,65535,Symbiont Area,26.025,Pedal disc,,,4,A3,Sym,HS,Sym-HS,7,,26.02472619
481,Snap-1446.czi,63.574,525.702,198,2355,0,65535,Tentacle Area,0,Pedal disc,,,4,A4,Sym,HS,Sym-HS,7,,0
482,Snap-1445.czi,20.486,1083.426,662,2824,662,65535,Symbiont Area,32.224,Pedal disc,,,4,A4,Sym,HS,Sym-HS,7,,32.2238651
483,Snap-1448.czi,6.274,674.337,341,1570,0,65535,Tentacle Area,0,Tentacle,,,4,A4,Sym,HS,Sym-HS,7,,0
484,Snap-1447.czi,2.808,913.362,587,2189,587,65535,Symbiont Area,44.758,Tentacle,,,4,A4,Sym,HS,Sym-HS,7,,44.75613644
485,Snap-1450.czi,4.973,484.635,290,935,0,65535,Tentacle Area,0,Tentacle,,,4,A4,Sym,HS,Sym-HS,7,,0
486,Snap-1449.czi,1.797,1970.159,1327,3559,1327,65535,Symbiont Area,36.131,Tentacle,,,4,A4,Sym,HS,Sym-HS,7,,36.1351297
487,Snap-1452.czi,63.49,328.134,189,939,0,65535,Tentacle Area,0,Pedal disc,,,4,A5,Sym,HS,Sym-HS,7,,0
488,Snap-1451.czi,21.494,1112.602,683,2488,683,65535,Symbiont Area,33.855,Pedal disc,,,4,A5,Sym,HS,Sym-HS,7,,33.85415026
489,Snap-1454.czi,10.369,580.371,303,1010,0,65535,Tentacle Area,0,Tentacle,,,4,A5,Sym,HS,Sym-HS,7,,0
490,Snap-1453.czi,4.528,921.646,604,2123,604,65535,Symbiont Area,43.674,Tentacle,,,4,A5,Sym,HS,Sym-HS,7,,43.66862764
491,Snap-1456.czi,12.204,825.623,471,2522,0,65535,Tentacle Area,0,Tentacle,,,4,A6,Sym,HS,Sym-HS,7,,0
492,Snap-1455.czi,2.652,1873.759,1239,3440,1239,65535,Symbiont Area,21.734,Tentacle,,,4,A6,Sym,HS,Sym-HS,7,,21.73058014
493,Snap-1458.czi,10.976,903.265,562,2549,0,65535,Tentacle Area,0,Tentacle,,,4,A6,Sym,HS,Sym-HS,7,,0
494,Snap-1457.czi,3.469,1678.338,1100,3656,1100,65535,Symbiont Area,31.608,Tentacle,,,4,A6,Sym,HS,Sym-HS,7,,31.6053207
495,Snap-1460.czi,7.019,755.547,443,2147,0,65535,Tentacle Area,0,Tentacle,,,4,A6,Sym,HS,Sym-HS,7,,0
496,Snap-1459.czi,2.51,1461.267,1007,3769,1007,65535,Symbiont Area,35.76,Tentacle,,,4,A6,Sym,HS,Sym-HS,7,,35.76007978
497,Snap-1462.czi,109.575,575.159,177,2300,0,65535,Tentacle Area,0,Pedal disc,,,4,B3,Sym,HS,Sym-HS,7,,0
498,Snap-1461.czi,12.047,932.475,527,3890,527,65535,Symbiont Area,10.995,Pedal disc,,,4,B3,Sym,HS,Sym-HS,7,,10.99429614
499,Snap-1464.czi,23.657,1450.823,447,2526,0,65535,Tentacle Area,0,Tentacle,,,4,B3,Sym,HS,Sym-HS,7,,0
500,Snap-1463.czi,6.259,1117.102,707,3709,707,65535,Symbiont Area,26.457,Tentacle,,,4,B3,Sym,HS,Sym-HS,7,,26.45728537
501,Snap-1466.czi,3.618,741.873,347,1661,0,65535,Tentacle Area,0,Tentacle,,,4,B3,Sym,HS,Sym-HS,7,,0
502,Snap-1465.czi,1.412,1361.964,876,3025,876,65535,Symbiont Area,39.024,Tentacle,,,4,B3,Sym,HS,Sym-HS,7,,39.02708679
503,Snap-1468.czi,97.497,985.231,267,2670,0,65535,Tentacle Area,0,Body column,,,4,C3,Sym,HS,Sym-HS,7,,0
504,Snap-1467.czi,19.585,1086.109,644,3373,644,65535,Symbiont Area,20.087,Body column,,,4,C3,Sym,HS,Sym-HS,7,,20.08779757
505,Snap-1470.czi,10.026,1274.748,552,2595,0,65535,Tentacle Area,0,Tentacle,,,4,C3,Sym,HS,Sym-HS,7,,0
506,Snap-1469.czi,4.637,1389.096,934,2933,934,65535,Symbiont Area,46.244,Tentacle,,,4,C3,Sym,HS,Sym-HS,7,,46.24975065
507,Snap-1472.czi,8.337,1717.44,692,2944,0,65535,Tentacle Area,0,Tentacle,,,4,C3,Sym,HS,Sym-HS,7,,0
508,Snap-1471.czi,3.883,1848.839,1199,3578,1199,65535,Symbiont Area,46.572,Tentacle,,,4,C3,Sym,HS,Sym-HS,7,,46.57550678
509,Snap-1474.czi,69.302,786.974,388,3147,0,65535,Tentacle Area,0,Pedal disc,,,4,C5,Sym,HS,Sym-HS,7,,0
510,Snap-1473.czi,3.038,1729.232,927,3829,927,65535,Symbiont Area,4.384,Pedal disc,,,4,C5,Sym,HS,Sym-HS,7,,4.38371187
511,Snap-1476.czi,125.7,492.625,219,2786,0,65535,Tentacle Area,0,Pedal disc,,,4,D3,Sym,HS,Sym-HS,7,,0
512,Snap-1475.czi,23.906,854.608,505,3143,505,65535,Symbiont Area,19.018,Pedal disc,,,4,D3,Sym,HS,Sym-HS,7,,19.01829753
513,Snap-1478.czi,48.447,302.075,182,1789,0,65535,Tentacle Area,0,Pedal disc,,,4,D4,Sym,HS,Sym-HS,7,,0
514,Snap-1477.czi,13.762,855.539,518,2654,518,65535,Symbiont Area,28.407,Pedal disc,,,4,D4,Sym,HS,Sym-HS,7,,28.40629967
515,Snap-1480.czi,53.686,457.195,228,2909,0,65535,Tentacle Area,0,Pedal disc,,,4,D5,Sym,HS,Sym-HS,7,,0
516,Snap-1479.czi,2.299,1632.023,888,3529,888,65535,Symbiont Area,4.283,Pedal disc,,,4,D5,Sym,HS,Sym-HS,7,,4.282308237
517,Snap-1482.czi,77.007,393.076,185,2483,0,65535,Tentacle Area,0,Pedal disc,,,4,D6,Sym,HS,Sym-HS,7,,0
518,Snap-1481.czi,13.874,276.626,165,3182,165,65535,Symbiont Area,18.017,Pedal disc,,,4,D6,Sym,HS,Sym-HS,7,,18.01654395
519,Snap-1484.czi,85.839,359.903,151,1761,0,65535,Tentacle Area,0,Pedal disc,,,5,A3,Sym,HS,Sym-HS,7,,0
520,Snap-1483.czi,18.087,490.49,298,3172,298,65535,Symbiont Area,21.071,Pedal disc,,,5,A3,Sym,HS,Sym-HS,7,,21.07084192
521,Snap-1486.czi,87.942,418.039,198,3088,0,65535,Tentacle Area,0,Pedal disc,,,5,A4,Sym,HS,Sym-HS,7,,0
522,Snap-1485.czi,10.198,496.679,282,3713,282,65535,Symbiont Area,11.596,Pedal disc,,,5,A4,Sym,HS,Sym-HS,7,,11.59627937
523,Snap-1488.czi,123.161,405.673,197,3123,0,65535,Tentacle Area,0,Pedal disc,,,5,A5,Sym,HS,Sym-HS,7,,0
524,Snap-1487.czi,14.425,1201.377,678,3488,678,65535,Symbiont Area,11.712,Pedal disc,,,5,A5,Sym,HS,Sym-HS,7,,11.71231153
525,Snap-1490.czi,3.041,980.695,333,3102,0,65535,Tentacle Area,0,Tentacle,,,5,A5,Sym,HS,Sym-HS,7,,0
526,Snap-1489.czi,0.396,1794.871,1115,3189,1115,65535,Symbiont Area,13.024,Tentacle,,,5,A5,Sym,HS,Sym-HS,7,,13.02203223
527,Snap-1492.czi,43.142,490.026,262,3438,0,65535,Tentacle Area,0,Pedal disc,,,5,A6,Sym,HS,Sym-HS,7,,0
528,Snap-1491.czi,4.201,1260.579,706,3609,706,65535,Symbiont Area,9.738,Pedal disc,,,5,A6,Sym,HS,Sym-HS,7,,9.737610681
529,Snap-1494.czi,28.486,403.343,249,1473,0,65535,Tentacle Area,0,Pedal disc,,,5,B2,Sym,HS,Sym-HS,7,,0
530,Snap-1493.czi,5.218,627.19,369,3480,369,65535,Symbiont Area,18.317,Pedal disc,,,5,B2,Sym,HS,Sym-HS,7,,18.31777013
531,Snap-1496.czi,43.323,733.569,350,3327,0,65535,Tentacle Area,0,Pedal disc,,,5,B3,Sym,HS,Sym-HS,7,,0
532,Snap-1495.czi,6.631,1356.182,772,3775,772,65535,Symbiont Area,15.307,Pedal disc,,,5,B3,Sym,HS,Sym-HS,7,,15.30595757
533,Snap-1498.czi,16.19,645.992,389,3329,0,65535,Tentacle Area,0,Pedal disc,,,5,B5,Sym,HS,Sym-HS,7,,0
534,Snap-1497.czi,5.414,887.101,583,2883,583,65535,Symbiont Area,33.442,Pedal disc,,,5,B5,Sym,HS,Sym-HS,7,,33.44039531
535,Snap-1500.czi,37.952,473.305,318,2921,0,65535,Tentacle Area,0,Pedal disc,,,5,B5,Sym,HS,Sym-HS,7,,0
536,Snap-1499.czi,10.109,549.426,336,1976,336,65535,Symbiont Area,26.636,Pedal disc,,,5,B5,Sym,HS,Sym-HS,7,,26.6362774
537,Snap-1502.czi,48.31,558.358,305,3140,0,65535,Tentacle Area,0,Pedal disc,,,5,C2,Sym,HS,Sym-HS,7,,0
538,Snap-1501.czi,11.686,1271.443,767,3434,767,65535,Symbiont Area,24.19,Pedal disc,,,5,C2,Sym,HS,Sym-HS,7,,24.18960878
539,Snap-1504.czi,11.594,1677.221,669,3248,0,65535,Tentacle Area,0,Tentacle,,,5,C2,Sym,HS,Sym-HS,7,,0
540,Snap-1503.czi,3.69,1472.52,960,3802,960,65535,Symbiont Area,31.83,Tentacle,,,5,C2,Sym,HS,Sym-HS,7,,31.82680697
541,Snap-1507.czi,5.448,1504.961,645,2886,0,65535,Tentacle Area,0,Tentacle,,,5,C2,Sym,HS,Sym-HS,7,,0
542,Snap-1505.czi,3.199,1747.106,1184,3551,1184,65535,Symbiont Area,58.718,Tentacle,,,5,C2,Sym,HS,Sym-HS,7,,58.71879589
